Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
ACXM01	ENV	PRJNA29437	SAMN02954270	MINE DRAINAGE METAGENOME	6	1684836	no	6	GG699226:GG699231	no	0		2014-08-12 00:00:00	2009-08-26 00:00:00	1
ACXO01	BCT	PRJNA36543	SAMN02470827	ESCHERICHIA COLI O157:H7 STR. FRIK2000	247	5408690	no	0		no	0		2014-01-08 00:00:00	2009-08-20 00:00:00	1
ACYA01	BCT	PRJNA40109	SAMN02470243	CYLINDROSPERMOPSIS RACIBORSKII CS-505	93	3879030	yes	0		no	3449		2014-01-08 00:00:00	2009-12-15 00:00:00	1
ADPH01	BCT	PRJNA47685	SAMN02403003	YERSINIA PESTIS 42082	2049	4496670	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADOL01	BCT	PRJNA47307	SAMN02469623	ACTINOBACILLUS PLEUROPNEUMONIAE SEROVAR 12 STR. 1096	63	2194146	yes	0		no	2082		2014-01-08 00:00:00	2010-09-13 00:00:00	1
ADKT01	BCT	PRJNA46273	SAMN02470859	BORDETELLA PERTUSSIS B1831	627	3819741	no	0		no	0		2014-01-08 00:00:00	2010-11-09 00:00:00	1
ADKW01	BCT	PRJNA46279	SAMN02470864	BORDETELLA PERTUSSIS B1920	1596	4060261	no	0		no	0		2014-11-13 00:00:00	2010-11-09 00:00:00	1
ADLB02	BCT	PRJNA46369	SAMN02463849	LACHNOSPIRACEAE BACTERIUM 2_1_46FAA	9	2218229	yes	1	KE150017:KE150017	no	2078		2014-01-09 00:00:00	2013-06-10 00:00:00	1
ADLL01	BCT	PRJNA46389	SAMN02463854	[CLOSTRIDIUM] CLOSTRIDIOFORME 2_1_49FAA	148	5455952	yes	69	JH376870:JH376938	no	5256		2014-01-09 00:00:00	2011-11-02 00:00:00	1
ADHK01	BCT	PRJNA41639	SAMN02469773	CAMPYLOBACTER JEJUNI SUBSP. JEJUNI DFVF1099	71	1733857	yes	0		no	1920		2014-01-08 00:00:00	2011-01-03 00:00:00	1
ADHL01	BCT	PRJNA41641	SAMN02469772	CAMPYLOBACTER JEJUNI SUBSP. JEJUNI 305	333	1808274	yes	0		no	2138		2014-01-08 00:00:00	2011-01-03 00:00:00	1
ADID01	INV	PRJNA30991	SAMN02744064	DICTYOSTELIUM PURPUREUM	1212	32851977	no	799	GL870941:GL871739	yes	12399		2014-08-01 00:00:00	2011-03-01 00:00:00	1
ADEK01	BCT	PRJNA29495	SAMN02469315	CLOSTRIDIUM CARBOXIDIVORANS P7	69	4404367	no	33	GG770677:GG770709	yes	4174		2014-01-08 00:00:00	2010-05-10 00:00:00	1
ADEN01	BCT	PRJNA42437	SAMN02393775	GARDNERELLA VAGINALIS 0288E	17	1708773	yes	0		no	1356		2013-11-06 00:00:00	2012-05-21 00:00:00	1
ADEW01	BCT	PRJNA42455	SAMN02393784	GARDNERELLA VAGINALIS 6119V5	12	1499602	yes	0		no	1172		2013-11-06 00:00:00	2012-05-21 00:00:00	1
AEFI01	BCT	PRJNA38981	SAMN02595398	ESCHERICHIA COLI H252	112	5260709	yes	85	GL871892:GL871976	no	5020		2014-02-07 00:00:00	2011-02-23 00:00:00	1
AEDW01	BCT	PRJNA50777	SAMN02435816	STREPTOCOCCUS ORALIS ATCC 35037	25	1884712	yes	0		no	1793		2013-12-05 00:00:00	2010-09-24 00:00:00	1
AEET01	BCT	PRJNA51375	SAMN00216800	MOBILUNCUS MULIERIS ATCC 35239	66	2464242	yes	24	GL405260:GL405283	no	2380		2013-09-17 00:00:00	2010-08-27 00:00:00	1
AEEY01	PLN	PRJNA50389	SAMN00016826	PYRENOPHORA TERES F. TERES 0-1	6684	33578616	no	6412	GL531763:GL538174	yes	11799		2014-08-04 00:00:00	2010-11-03 00:00:00	1
ADZT01	BCT	PRJNA49255	SAMN00189233	PROPIONIBACTERIUM ACNES HL067PA1	54	2526632	yes	35	GL383117:GL383151	no	2582		2013-11-08 00:00:00	2010-07-28 00:00:00	1
AEBH01	BCT	PRJNA47141	SAMN00189131	ENTEROCOCCUS FAECALIS TX4244	76	2924834	yes	53	GL454677:GL454729	no	2902		2013-11-08 00:00:00	2010-08-30 00:00:00	1
ADXG01	BCT	PRJNA42851	SAMN01909076	LISTERIA INNOCUA FSL S4-378	2291	2886843	yes	1	CM001048:CM001048	no	3165		2013-11-19 00:00:00	2010-12-06 00:00:00	1
ADUS01	BCT	PRJNA40279	SAMN00792454	ESCHERICHIA COLI RN587/1	73	5061577	yes	0		no	4999		2013-07-25 00:00:00	2011-02-10 00:00:00	1
ADWW01	BCT	PRJNA49595	SAMN02470993	BACILLUS METHANOLICUS MGA3	12	3398994	yes	0		no	3432		2014-01-08 00:00:00	2012-05-14 00:00:00	1
ADRP01	BCT	PRJNA47685	SAMN02403064	YERSINIA PESTIS CMCC96007	1563	4303407	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADSG01	BCT	PRJNA47685	SAMN02403080	YERSINIA PESTIS G8786	829	4325798	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADSK01	BCT	PRJNA47685	SAMN02403084	YERSINIA PESTIS I1969003	1213	4512122	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADSR01	BCT	PRJNA47685	SAMN02403091	YERSINIA PESTIS K11973002	910	4383307	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADTF01	BCT	PRJNA47685	SAMN02403105	YERSINIA PESTIS YN2551	880	4524315	no	0		no	0		2013-11-15 00:00:00	2012-12-07 00:00:00	1
ADTK01	BCT	PRJNA47219	SAMN00189187	ESCHERICHIA COLI MS 84-1	432	5287926	yes	182	GG771526:GG771707	no	5710		2013-11-08 00:00:00	2010-05-21 00:00:00	1
ADTZ01	BCT	PRJNA47229	SAMN00189165	ESCHERICHIA COLI MS 116-1	484	4840256	yes	141	GG773342:GG773482	no	5162		2013-11-08 00:00:00	2010-05-21 00:00:00	1
AEMK01	MAM	PRJNA13421	SAMN02953785	SUS SCROFA	197493	243609780	no	0	CM000812:CM000830,CM001155:CM001155,GL878569:GL882503,GL892100:GL896682,JH114391:JH118402,JH118403:JH118999	no	0		2014-08-06 00:00:00	2011-03-15 00:00:00	1
AENN01	BCT	PRJNA54021	SAMN00116774	EREMOCOCCUS COLEOCOLA ACS-139-V-COL8	21	1773745	yes	0		no	1720		2013-09-20 00:00:00	2010-11-24 00:00:00	1
AELK01	BCT	PRJNA59837	SAMN02470193	LACTOBACILLUS CORYNIFORMIS SUBSP. CORYNIFORMIS KCTC 3167 = DSM 20001	268	2744475	no	55	GL544587:GL544641	no	0		2014-01-08 00:00:00	2010-11-17 00:00:00	1
AEIT01	PLN	PRJNA53977	SAMN02981286	CONIOPHORA PUTEANA RWD-64-598 SS2	692	41864241	no	210	JH711573:JH711782	yes	13758		2014-08-11 00:00:00	2012-06-21 00:00:00	1
AEJM01	BCT	PRJNA53929	SAMN02471943	AGGREGATIBACTER ACTINOMYCETEMCOMITANS SEROTYPE E STR. SC1083	54	2137435	yes	0		no	2161		2014-01-08 00:00:00	2011-09-29 00:00:00	1
AEJV01	BCT	PRJNA56123	SAMN02469834	ESCHERICHIA SP. TW09276	328	4473145	no	0		no	0		2014-01-08 00:00:00	2011-04-21 00:00:00	1
AEKQ02	ROD	PRJNA59879	SAMN02981292	MUS MUSCULUS	191581	2279058378	no	696	JH801365:JH802060	no	0		2014-08-11 00:00:00	2012-08-14 00:00:00	1
AEHD01	PLN	PRJNA52943	SAMN02981280	WOLFIPORIA COCOS MD-104 SS10	1625	48243836	no	348	KB467831:KB468178	no	0		2014-08-11 00:00:00	2013-03-06 00:00:00	1
AEHY01	BCT	PRJNA39063	SAMN02595406	ESCHERICHIA COLI TA007	232	5252119	yes	97	GL872107:GL872203	no	5110		2014-02-07 00:00:00	2011-02-23 00:00:00	1
AEIH02	BCT	PRJNA43733	SAMN02256535	MUCILAGINIBACTER PALUDIS DSM 18603	7	8407722	no	1	CM001403:CM001403	yes	7006		2013-07-23 00:00:00	2012-01-10 00:00:00	1
AEEZ01	PLN	PRJNA48567	SAMN02981272	SACCHAROMYCES CEREVISIAE FOSTERSO	222	11684932	yes	0		no	3575		2014-08-11 00:00:00	2011-02-11 00:00:00	1
AEFB01	BCT	PRJNA51403	SAMN02469859	ACIDITHIOBACILLUS SP. GGI-221	1602	3174934	yes	0		no	4007		2014-01-08 00:00:00	2010-09-03 00:00:00	1
AETZ01	BCT	PRJNA60061	SAMN02952914	ESCHERICHIA COLI O157:H- STR. H 2687	209	5048194	yes	0		no	4828		2014-08-05 00:00:00	2011-01-31 00:00:00	1
AESK01	BCT	PRJNA46543	SAMN00710624	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR MONTEVIDEO STR. 495297-4	44	4649370	yes	0		no	4376		2011-10-11 00:00:00	2011-02-08 00:00:00	1
AESV01	BCT	PRJNA48457	SAMN00710598	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR MONTEVIDEO STR. 19N	60	4646453	yes	0		no	4389		2012-03-19 00:00:00	2011-02-08 00:00:00	1
AEQY01	BCT	PRJNA61453	SAMN02470196	LACTOBACILLUS FRUCTIVORANS KCTC 3543 = DSM 20203	11	1371284	no	5	GL622178:GL622182	no	0		2014-01-08 00:00:00	2011-01-05 00:00:00	1
AERU01	BCT	PRJNA61479	SAMN02472081	ESCHERICHIA COLI EC4100B	42	5111899	yes	0		no	4915		2014-01-08 00:00:00	2011-01-27 00:00:00	1
AERX01	VRT	PRJNA59571	SAMN00117560	OREOCHROMIS NILOTICUS	77754	816068047	yes	1854	CM001444:CM001465,GL831133:GL832954,JH601174:JH601183	no	0		2013-11-06 00:00:00	2011-01-28 00:00:00	1
AEOO01	PLN	PRJNA61123	SAMN02981296	NEMATOCIDA PARISII ERTM3	96	4121387	no	53	GL870876:GL870928	yes	2726		2014-08-11 00:00:00	2011-02-23 00:00:00	1
AEPL01	BCT	PRJNA60845	SAMN02435947	ACINETOBACTER BAUMANNII UMB002	74	3936001	no	0		no	0		2013-12-05 00:00:00	2010-12-21 00:00:00	1
AEQG01	BCT	PRJNA61075	SAMN02470731	NEISSERIA MENINGITIDIS M13399	44	2262985	yes	0		no	1992		2014-01-08 00:00:00	2011-03-03 00:00:00	1
AEWW01	ENV	PRJNA62039	SAMN00713649	ANT FUNGUS GARDEN METAGENOME	44959	32925634	no	0		no	0		2011-10-13 00:00:00	2011-03-04 00:00:00	1
AEXJ01	BCT	PRJNA60373	SAMN00138211	LACTOBACILLUS INERS UPII 143-D	21	1257583	yes	0		no	1186		2013-09-20 00:00:00	2011-03-07 00:00:00	1
AEXU01	BCT	PRJNA53001	SAMN00253996	LACTOBACILLUS DELBRUECKII SUBSP. LACTIS DSM 20072	167	1875881	yes	26	GL872382:GL872407	no	2006		2013-09-17 00:00:00	2011-03-10 00:00:00	1
AEYC01	BCT	PRJNA63283	SAMN02470034	SACCHAROPOLYSPORA SPINOSA NRRL 18395	118	8527776	no	22	GL877878:GL877899	no	0		2014-01-08 00:00:00	2011-03-28 00:00:00	1
AEYJ02	INV	PRJNA60839	SAMN02898923	TOXOPLASMA GONDII VAND	4481	62332115	yes	2141	KN042471:KN044611	no	9255		2014-08-15 00:00:00	2014-08-13 00:00:00	1
AEYO01	ENV	PRJNA63553	SAMN02954274	MINE DRAINAGE METAGENOME	5	100212	no	5	GL876961:GL876965	yes	124		2014-08-12 00:00:00	2011-03-10 00:00:00	1
AEUP01	BCT	PRJNA60787	SAMN02469765	ACETOBACTER POMORUM DM001	66	2883421	yes	0		no	2408		2014-01-08 00:00:00	2011-03-24 00:00:00	1
AEVP02	BCT	PRJNA46699	SAMN02441786	DESULFOTOMACULUM NIGRIFICANS DSM 574	7	3052187	no	1	KI912183:KI912183	no	0		2014-01-16 00:00:00	2014-01-06 00:00:00	1
AEWK01	PLN	PRJNA60201	SAMN02981307	SACCHAROMYCES CEREVISIAE Y10	4118	9591477	no	808	GL872452:GL873259	no	0		2014-08-11 00:00:00	2011-03-11 00:00:00	1
AETK01	BCT	PRJNA51381	SAMN00710610	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR MONTEVIDEO STR. MB101509-0077	52	4647734	yes	0		no	4367		2011-10-11 00:00:00	2011-02-10 00:00:00	1
AETN01	BCT	PRJNA51387	SAMN00710613	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR MONTEVIDEO STR. MB111609-0052	32	4650993	yes	0		no	4376		2011-10-11 00:00:00	2011-02-10 00:00:00	1
AFKM01	BCT	PRJNA63765	SAMN00254340	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. FIOCRUZ LV2805	348	4553340	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFKN01	BCT	PRJNA63767	SAMN00254338	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. FIOCRUZ LV2806	418	4544162	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFGR01	BCT	PRJNA48915	SAMN00792680	STREPTOCOCCUS PNEUMONIAE GA47901	6	2086317	yes	0		no	2168		2012-03-01 00:00:00	2011-05-05 00:00:00	1
AFHH01	BCT	PRJNA66377	SAMN02471974	ENTEROCOCCUS FAECALIS OG1X	78	2739073	yes	0		no	2626		2014-01-08 00:00:00	2012-12-12 00:00:00	1
AFHM01	BCT	PRJNA65241	SAMN02470555	CHLAMYDOPHILA ABORTUS LLG	3	1135341	no	0	CM001168:CM001168	no	0		2014-01-08 00:00:00	2011-05-17 00:00:00	1
AFDX01	BCT	PRJNA48249	SAMN00015374	ESCHERICHIA COLI G58-1	107	4870532	yes	0		no	4943		2013-11-19 00:00:00	2011-09-01 00:00:00	1
AFFI02	INV	PRJNA62321	SAMN00715130	DROSOPHILA TAKAHASHII	9703	181031891	no	1796	KB459967:KB461762	no	0		2013-11-14 00:00:00	2013-02-13 00:00:00	1
AFFL01	BCT	PRJNA53181	SAMN00253325	STREPTOCOCCUS SANGUINIS SK1056	12	2364566	yes	3	GL890990:GL890992	no	2377		2013-09-17 00:00:00	2011-05-09 00:00:00	1
AEZF01	BCT	PRJNA63835	SAMN00771607	MYCOBACTERIUM BOVIS BCG STR. ATCC 35733	32	4255552	no	0		no	0		2013-11-22 00:00:00	2011-03-28 00:00:00	1
AEZP02	BCT	PRJNA51099	SAMN02436632	ESCHERICHIA COLI 97.0264	13	5177620	yes	0		no	5035		2015-02-05 00:00:00	2015-02-05 00:00:00	1
AEZU02	BCT	PRJNA51109	SAMN02436552	ESCHERICHIA COLI 4.0522	109	5834353	yes	0		no	6113		2013-12-05 00:00:00	2012-05-02 00:00:00	1
AFAJ01	BCT	PRJNA63143	SAMN02471144	VIBRIO ROTIFERIANUS DAT722	79	5329516	no	0		no	0		2014-01-08 00:00:00	2011-04-06 00:00:00	1
AFBB01	BCT	PRJNA53029	SAMN00260258	DIALISTER MICRAEROPHILUS DSM 19965	32	1256198	yes	7	GL878519:GL878525	no	1243		2013-09-17 00:00:00	2011-04-04 00:00:00	1
AFBE01	BCT	PRJNA53177	SAMN00253319	STREPTOCOCCUS SANGUINIS SK408	17	2398897	yes	6	GL878559:GL878564	no	2391		2013-09-17 00:00:00	2011-04-04 00:00:00	1
AFBN01	BCT	PRJNA48511	SAMN00189096	BACTEROIDES FLUXUS YIT 12057	117	4330763	yes	97	GL882602:GL882698	no	3921		2013-11-08 00:00:00	2011-04-07 00:00:00	1
AFMM01	PLN	PRJNA67069	SAMN02981332	FUSARIUM OXYSPORUM FO47	419	49439464	no	124	JH717896:JH717966,KI981472:KI981524	yes	24818		2014-08-11 00:00:00	2012-06-22 00:00:00	1
AFMP01	BCT	PRJNA67131	SAMN02470047	SPHINGOMONAS SP. KC8	70	4074265	no	0		no	0		2014-01-08 00:00:00	2011-05-20 00:00:00	1
AFNP01	BCT	PRJNA53673	SAMN00116888	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21310	70	2766010	yes	0		no	2632		2013-11-19 00:00:00	2011-05-27 00:00:00	1
AFOH01	BCT	PRJNA36587	SAMN02469801	ACIDITHIOBACILLUS THIOOXIDANS ATCC 19377	164	3019868	no	0		no	0		2014-01-08 00:00:00	2011-10-03 00:00:00	1
AFOJ01	BCT	PRJNA67675	SAMN02470898	LACTOBACILLUS RUMINIS SPM0211	12	2172227	yes	0		no	2326		2014-01-08 00:00:00	2011-06-09 00:00:00	1
AFLF01	BCT	PRJNA63805	SAMN00254358	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. FIOCRUZ LV3323	248	4553950	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFLK01	BCT	PRJNA63815	SAMN00254362	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. FIOCRUZ LV3834	380	4544726	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFLP01	BCT	PRJNA63825	SAMN00254371	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. HAI0156	437	4627376	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFMK01	INV	PRJNA67065	SAMN00710434	PLASMODIUM VIVAX BRAZIL I	1999	28088009	no	0		no	0		2013-11-01 00:00:00	2012-07-25 00:00:00	1
AFIU01	PLN	PRJNA63041	SAMN02981326	ZYMOSEPTORIA ARDABILIAE STIR04_1.1.1	769	30957533	no	0		no	0		2014-08-11 00:00:00	2011-08-08 00:00:00	1
AFIZ01	BCT	PRJNA66913	SAMN02470217	CORYNEBACTERIUM NURUKI S6-4	68	3106595	no	0		no	0		2014-01-08 00:00:00	2011-05-17 00:00:00	1
AFJA01	INV	PRJNA66515	SAMN02953795	MEGACHILE ROTUNDATA	16706	265916502	no	0	GL985684:GL986702	no	0		2014-08-06 00:00:00	2011-07-15 00:00:00	1
AFJU01	BCT	PRJNA63729	SAMN00254382	LEPTOSPIRA INTERROGANS SEROVAR COPENHAGENI STR. FIOCRUZ LV239	311	4548995	no	0		no	0		2013-11-19 00:00:00	2011-06-07 00:00:00	1
AFXA01	BCT	PRJNA67465	SAMN02469897	MYCOPLASMA COLUMBINUM SF7	15	748210	yes	0		no	614		2014-01-08 00:00:00	2011-08-08 00:00:00	1
AFXD01	BCT	PRJNA67617	SAMN02470135	ARTHROSPIRA PLATENSIS C1	63	5934248	yes	1	CM001632:CM001632	no	6108		2014-01-08 00:00:00	2012-09-24 00:00:00	1
AFXP01	BCT	PRJNA49883	SAMN02463875	PREVOTELLA HISTICOLA F0411	39	2987441	yes	17	JH376762:JH376778	no	2479		2014-01-09 00:00:00	2011-11-02 00:00:00	1
AFVB01	BCT	PRJNA70741	SAMN00715309	ESCHERICHIA COLI O104:H4 STR. 11-4632 C2	54	5392282	yes	7	JH378005:JH378011	no	5116		2014-11-06 00:00:00	2011-10-31 00:00:00	1
AFVZ01	BCT	PRJNA67967	SAMN02471115	OENOCOCCUS KITAHARAE DSM 17330	2	1842138	yes	2	CM001398:CM001399	no	1825		2014-01-08 00:00:00	2012-01-03 00:00:00	1
AFWQ01	BCT	PRJNA68581	SAMN02470907	NEISSERIA WEAVERI LMG 5135	46	2183368	yes	0		no	2233		2014-01-08 00:00:00	2011-08-22 00:00:00	1
AFUN01	BCT	PRJNA68569	SAMN02299458	PROPIONIBACTERIUM ACNES SK182B-JCVI	50	2430672	yes	0		no	2282		2013-08-20 00:00:00	2011-07-21 00:00:00	1
AFPA01	PLN	PRJNA64935	SAMN00760826	EXOPHIALA DERMATITIDIS NIH/UT8656	239	26372207	no	11	CM001238:CM001238,JH226130:JH226139	yes	9578		2014-08-04 00:00:00	2011-10-14 00:00:00	1
AFPD01	BCT	PRJNA66643	SAMN00222094	MYCOBACTERIUM AVIUM SUBSP. PARATUBERCULOSIS PT144	838	4582918	no	0		no	0		2013-11-19 00:00:00	2011-06-13 00:00:00	1
AFPY01	BCT	PRJNA64739	SAMN00262640	PREVOTELLA PALLENS ATCC 700821	168	3047417	yes	40	GL982513:GL982552	no	2860		2013-09-17 00:00:00	2011-07-07 00:00:00	1
AGEW01	BCT	PRJNA72501	SAMN02596737	COPROCOCCUS SP. HPP0048	11	2782472	yes	5	KE150441:KE150445	no	2604		2014-02-07 00:00:00	2013-06-13 00:00:00	1
AGFF01	BCT	PRJNA72173	SAMN02470218	DIETZIA ALIMENTARIA 72	39	3352817	no	0		no	0		2014-01-08 00:00:00	2011-09-20 00:00:00	1
AGFM01	BCT	PRJNA73345	SAMN02470157	NOVOSPHINGOBIUM PENTAROMATIVORANS US6-1	123	5344974	yes	0		no	5234		2014-01-08 00:00:00	2011-11-21 00:00:00	1
AGFZ01	BCT	PRJNA16192	SAMN02470038	HALOBIFORMA LACISALSI AJ5	156	4324184	no	0		no	0		2014-01-08 00:00:00	2011-09-30 00:00:00	1
AGBJ01	ENV	PRJNA67915	SAMN00779238	HYPERSALINE LAKE METAGENOME	10347	13102297	no	0		no	0		2013-11-19 00:00:00	2011-10-31 00:00:00	1
AGBK01	ENV	PRJNA67917	SAMN00779239	HYPERSALINE LAKE METAGENOME	12681	9267555	no	0		no	0		2013-11-19 00:00:00	2011-10-31 00:00:00	1
AGBV01	BCT	PRJNA71499	SAMN02471912	STREPTOCOCCUS SALIVARIUS M18	6	2325981	yes	0		no	2147		2014-01-08 00:00:00	2011-09-06 00:00:00	1
AGBW01	INV	PRJNA72423	SAMN01758044	DANAUS PLEXIPPUS	14067	272279965	yes	13318	JH379599:JH392916	no	16254		2014-08-04 00:00:00	2011-11-21 00:00:00	1
AGAP01	BCT	PRJNA72221	SAMN02472015	MYCOBACTERIUM AVIUM SUBSP. AVIUM DT 78	1201	4959832	no	0		no	0		2014-01-08 00:00:00	2011-12-29 00:00:00	1
AGAY01	BCT	PRJNA66915	SAMN02299457	NEISSERIA SHAYEGANII 871	112	2292945	yes	26	JH164926:JH164951	no	2530		2013-08-20 00:00:00	2011-09-29 00:00:00	1
AGBB01	BCT	PRJNA64733	SAMN02299448	PEPTONIPHILUS INDOLICUS ATCC 29427	302	2101630	yes	98	JH165061:JH165158	no	2269		2013-08-20 00:00:00	2011-10-03 00:00:00	1
AFYG01	BCT	PRJNA70787	SAMN02471003	ESCHERICHIA COLI XH001	108	4839280	yes	0		no	4634		2014-01-08 00:00:00	2011-08-24 00:00:00	1
AGNV01	BCT	PRJNA48869	SAMN00792669	STREPTOCOCCUS PNEUMONIAE GA47502	18	2300260	yes	0		no	2452		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGOF01	BCT	PRJNA48919	SAMN00792776	STREPTOCOCCUS PNEUMONIAE 6901-05	10	2102229	yes	0		no	2156		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGOI01	BCT	PRJNA48841	SAMN00792796	STREPTOCOCCUS PNEUMONIAE GA44500	17	2185242	yes	0		no	2389		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGOZ01	BCT	PRJNA48701	SAMN00792739	STREPTOCOCCUS PNEUMONIAE GA13494	15	2212280	yes	0		no	2415		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGLU01	BCT	PRJNA72075	SAMN02436518	STREPTOCOCCUS MUTANS TCI-228	109	1859995	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGLX01	BCT	PRJNA72081	SAMN02436455	STREPTOCOCCUS MUTANS TCI-242	61	1914397	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGMG01	BCT	PRJNA72099	SAMN02436358	STREPTOCOCCUS MUTANS TCI-278	98	1856336	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGNI01	PLN	PRJNA73791	SAMN02981382	NANNOCHLOROPSIS GADITANA CCMP526	5619	30348114	no	1883	JH470562:JH472444	yes	3554		2014-08-11 00:00:00	2011-12-30 00:00:00	1
AGKI01	BCT	PRJNA71981	SAMN02436598	STREPTOCOCCUS MUTANS TCI-110	135	1809107	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGLI01	BCT	PRJNA72049	SAMN02436450	STREPTOCOCCUS MUTANS TCI-201	146	1770853	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGLL01	BCT	PRJNA72055	SAMN02436451	STREPTOCOCCUS MUTANS TCI-210	135	1809350	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGGU01	BCT	PRJNA71911	SAMN02436534	STREPTOCOCCUS SOBRINUS TCI-345	456	2217583	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGHN01	BCT	PRJNA71985	SAMN02436543	STREPTOCOCCUS SOBRINUS TCI-118	224	2107227	no	0		no	0		2013-12-05 00:00:00	2011-10-06 00:00:00	1
AGRR01	BCT	PRJNA68835	SAMN02471929	NEISSERIA MENINGITIDIS NM220	339	2017695	yes	0		no	1867		2014-01-08 00:00:00	2012-01-13 00:00:00	1
AGSE01	BCT	PRJNA50621	SAMN00718807	ESCHERICHIA COLI DSM 30083 = JCM 1649 = ATCC 11775	4	5037933	no	1	KK583188:KK583188	no	0		2014-05-13 00:00:00	2014-05-06 00:00:00	1
AGUA01	BCT	PRJNA53711	SAMN00116871	STAPHYLOCOCCUS PETTENKOFERI VCU012	116	2454960	yes	0		no	2345		2013-11-19 00:00:00	2011-12-22 00:00:00	1
AGQA01	BCT	PRJNA48911	SAMN00792690	STREPTOCOCCUS PNEUMONIAE GA54644	7	2128321	yes	0		no	2266		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGQU01	BCT	PRJNA73255	SAMN02471593	MYCOBACTERIUM ABSCESSUS 47J26	17	4874047	yes	0		no	4823		2014-01-08 00:00:00	2011-10-20 00:00:00	1
AGPA01	BCT	PRJNA48703	SAMN00792741	STREPTOCOCCUS PNEUMONIAE GA13637	21	2128292	yes	0		no	2255		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGPD01	BCT	PRJNA48715	SAMN00792748	STREPTOCOCCUS PNEUMONIAE GA16121	7	2147028	yes	0		no	2263		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGPU01	BCT	PRJNA48865	SAMN00792665	STREPTOCOCCUS PNEUMONIAE GA47388	7	2140615	yes	0		no	2229		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AGPZ01	BCT	PRJNA48903	SAMN00792686	STREPTOCOCCUS PNEUMONIAE GA52306	19	2130965	yes	0		no	2229		2012-03-01 00:00:00	2011-10-25 00:00:00	1
AHBX01	BCT	PRJNA76787	SAMN02469318	SACCHAROMONOSPORA AZUREA SZMC 14600	216	4973727	yes	0		no	4554		2014-01-08 00:00:00	2011-12-08 00:00:00	1
AGYQ01	BCT	PRJNA64859	SAMN02596767	[CLOSTRIDIUM] CLOSTRIDIOFORME 90A3	58	5466970	yes	11	KB851053:KB851063	no	5149		2014-02-07 00:00:00	2013-04-19 00:00:00	1
AGWM01	BCT	PRJNA52093	SAMN02596751	ACTINOBACULUM SCHAALII FB123-CNA-2	15	2065705	yes	4	KE150262:KE150265	no	1730		2014-02-07 00:00:00	2013-06-13 00:00:00	1
AGWY01	BCT	PRJNA52157	SAMN02463899	AFIPIA CLEVELANDENSIS ATCC 49720	19	4394444	yes	1	KB375281:KB375281	no	4209		2014-01-09 00:00:00	2012-11-06 00:00:00	1
AGXS01	BCT	PRJNA64823	SAMN02463927	BACTEROIDES NORDII CL02T12C05	35	5707589	yes	10	JH724314:JH724323	no	4420		2014-01-09 00:00:00	2012-06-25 00:00:00	1
